"Gene_A"	"Gene_B"
"BACH1"	"XPO1"
"BACH1"	"PLRG1"
"BACH1"	"RFPL2"
"BACH1"	"TP53"
"BACH1"	"BRCA1"
"BACH1"	"CSNK1A1"
"BACH1"	"HDAC1"
"BACH1"	"DDX39B"
"BACH1"	"TRIP11"
"BACH1"	"VIRMA"
"BACH1"	"PABPN1"
"BACH1"	"NME8"
"BACH1"	"PPHLN1"
"BACH1"	"FBXO22"
"BACH1"	"TAF4B"
"BACH1"	"BARD1"
"BACH1"	"TMEM208"
"BACH1"	"TBC1D10A"
"BACH1"	"FAM83D"
"BACH1"	"NLK"
"BACH1"	"FBXL17"
"BACH1"	"MAFF"
"BCKDK"	"CETN3"
"BCKDK"	"NDUFA10"
"BCKDK"	"ESR1"
"BCKDK"	"BCKDHA"
"BCKDK"	"CETN2"
"BCKDK"	"DYNC1I2"
"BCKDK"	"FAM98B"
"BCKDK"	"METTL21C"
"BCKDK"	"OBI1"
"BCKDK"	"PPM1K"
"BCKDK"	"WDTC1"
"BCKDK"	"CAB39L"
"BCKDK"	"CAB39"
"IFIT3"	"IFNA2"
"IFIT3"	"IFNA5"
"IFIT3"	"IFNA14"
"IFIT3"	"IFNA8"
"MGST3"	"NDUFS4"
"MGST3"	"NDUFS7"
"MGST3"	"NDUFS3"
"MGST3"	"ZMPSTE24"
"MGST3"	"TOMM40"
"MGST3"	"BCKDHA"
"MGST3"	"COX4I1"
"MGST3"	"ATP6V1C1"
"MGST3"	"ATP5F1C"
"MGST3"	"HADHA"
"MGST3"	"LRPPRC"
"MGST3"	"VDAC2"
"MGST3"	"MCM2"
"MGST3"	"NDUFV1"
"MGST3"	"TFAM"
"MGST3"	"MRPL49"
"MGST3"	"PRKD1"
"MGST3"	"NDUFA9"
"MGST3"	"CNTRL"
"MGST3"	"FBF1"
"MGST3"	"FAM3C"
"MGST3"	"MRPS26"
"MGST3"	"BIRC6"
"MGST3"	"TOMM22"
"MGST3"	"DNAJC11"
"MGST3"	"VAPA"
"MGST3"	"ACOT9"
"MGST3"	"GOLT1B"
"GEMIN2"	"ESR1"
"GEMIN2"	"SNRNP70"
"GEMIN2"	"GEMIN4"
"GEMIN2"	"SNRPN"
"GEMIN2"	"BAX"
"GEMIN2"	"NCBP1"
"GEMIN2"	"IQCB1"
"GEMIN2"	"RNPS1"
"GEMIN2"	"COMTD1"
"GEMIN2"	"PNKD"
"GEMIN2"	"CERK"
"GEMIN2"	"GEMIN5"
"GEMIN2"	"GEMIN6"
"GEMIN2"	"NLRP3"
"GEMIN2"	"GEMIN7"
"GEMIN2"	"GEMIN8"
"GEMIN2"	"DDX20"
"GEMIN2"	"STRAP"
"KLF11"	"P4HB"
"KLF11"	"MAPK3"
"KLF11"	"SIN3A"
"KLF11"	"BOLA2|BOLA2B"
"WNT9B"	"ZZEF1"
"WNT9B"	"NDUFA2"
"WNT9B"	"HSPA5"
"WNT9B"	"HECTD3"
"TAX1BP3"	"TOMM40"
"TAX1BP3"	"TXN"
"TAX1BP3"	"ACAA2"
"TAX1BP3"	"UBE2D2"
"TAX1BP3"	"VAMP2"
"TAX1BP3"	"TMEM65"
"GIPC1"	"OGT"
"GIPC1"	"ESR1"
"GIPC1"	"MCM7"
"GIPC1"	"MARS1"
"GIPC1"	"GEMIN4"
"GIPC1"	"TAGLN"
"GIPC1"	"TSTA3"
"GIPC1"	"GNAS"
"GIPC1"	"PDXDC1"
"GIPC1"	"NUP93"
"GIPC1"	"MMS19"
"GIPC1"	"GGA1"
"GIPC1"	"CDV3"
"LIN7A"	"EPB41L2"
"LIN7A"	"MPDZ"
"LIN7A"	"GUCY1A2"
"LIN7A"	"PIP4K2B"
"LIN7A"	"GUCY1B1"
"LIN7A"	"DLG1"
"LIN7A"	"SNTB2"
"LIN7A"	"MTMR2"
"LIN7A"	"KCNJ12"
"LIN7A"	"AMOT"
"LIN7A"	"MPP7"
"LIN7A"	"PXDC1"
"LIN7A"	"SLC20A1"
"LIN7A"	"CADM1"
"LIN7A"	"MINDY3"
"LIN7A"	"MPP6"
"IKBKB"	"TRAF3IP2"
"IKBKB"	"BCL10"
"IKBKB"	"TNF"
"IKBKB"	"TUBB4A"
"IKBKB"	"TUBB"
"IKBKB"	"EPRS1"
"IKBKB"	"HSP90AB1"
"IKBKB"	"PARP1"
"IKBKB"	"UBC"
"IKBKB"	"CALM3"
"IKBKB"	"TUBA3D"
"IKBKB"	"HSPA5"
"IKBKB"	"HSPA8"
"IKBKB"	"CSF2RA"
"IKBKB"	"FLNA"
"IKBKB"	"AKT1"
"IKBKB"	"HSPA1L"
"IKBKB"	"CTNNB1"
"IKBKB"	"MYH10"
"IKBKB"	"HSPA9"
"IKBKB"	"MTOR"
"IKBKB"	"IQGAP1"
"IKBKB"	"LYZ"
"IKBKB"	"PPP1CA"
"IKBKB"	"RAN"
"IKBKB"	"ACTG1"
"IKBKB"	"CLTC"
"IKBKB"	"NFKB2"
"IKBKB"	"HNRNPU"
"IKBKB"	"CNTN2"
"IKBKB"	"C1QBP"
"IKBKB"	"FLNC"
"IKBKB"	"DHCR24"
"IKBKB"	"TIMM50"
"IKBKB"	"Q5JUN8"
"IKBKB"	"ERC1"
"IKBKB"	"RPTOR"
"IKBKB"	"CCAR2"
"IKBKB"	"TNIP2"
"IKBKB"	"CREBBP"
"IKBKB"	"TANK"
"IKBKB"	"COPS5"
"IKBKB"	"SMARCC1"
"IKBKB"	"MAP3K3"
"IKBKB"	"TUBB2B"
"IKBKB"	"EGLN3"
"IKBKB"	"SLC25A22"
"IKBKB"	"SLC25A13"
"IKBKB"	"COPS3"
"IKBKB"	"HSP70-1"
"IKBKB"	"BTRC"
"IKBKB"	"NCOA3"
"RGS12"	"HRAS"
"RGS12"	"GNAI3"
"RGS12"	"YWHAE"
"RGS12"	"GNAI1"
"RGS12"	"DYNC1I2"
"RGS12"	"CUL4A"
"RGS12"	"VIRMA"
"TIMM23"	"COQ9"
"TIMM23"	"PML"
"TIMM23"	"MCM2"
"TIMM23"	"ATXN3"
"TIMM23"	"OPA3"
"TIMM23"	"FANCI"
"TIMM23"	"SUCO"
"FSCN2"	"VIRMA"
"HAT1"	"TTC4"
"HAT1"	"UBC"
"HAT1"	"HSPA1A"
"HAT1"	"MAP2K3"
"HAT1"	"NASP"
"HAT1"	"G3BP1"
"HAT1"	"CUL3"
"HAT1"	"DDI2"
"HAT1"	"VIRMA"
"HAT1"	"BAP1"
"HAT1"	"COPS5"
"HAT1"	"AP2M1"
"HAT1"	"SNF8"
"HAT1"	"ATG10"
"HAT1"	"ASF1B"
"HAT1"	"VPS29"
"HAT1"	"ASF1A"
"HAT1"	"TLN2"
"UBE2L6"	"PRKN"
"UBE2L6"	"MCM2"
"UBE2L6"	"PARK2"
"CASK"	"SLC16A6"
"CASK"	"PRKN"
"CASK"	"DTNB"
"CASK"	"PPM1B"
"CASK"	"KRAS"
"CASK"	"ESR1"
"CASK"	"EEF2"
"CASK"	"APEX1"
"CASK"	"SDC2"
"CASK"	"KCNJ4"
"CASK"	"TRIM26"
"CASK"	"SNTB2"
"CASK"	"MTMR2"
"CASK"	"KCNJ12"
"CASK"	"KIF26B"
"CASK"	"VIRMA"
"CASK"	"CEP128"
"CASK"	"TMEM17"
"CASK"	"NEDD1"
"CASK"	"ARHGEF26"
"CASK"	"UIMC1"
"CASK"	"LIN7C"
"CASK"	"SPATA2"
"CASK"	"F11R"
"CASK"	"DUSP10"
"CASK"	"PARK2"
"PLD2"	"DNAJA1"
"PLD2"	"PTGER3"
"PLD2"	"THBS3"
"PLD2"	"ARF1"
"PLD2"	"CAV1"
"PLD2"	"CUL3"
"PLD2"	"Q7Z4F3"
"PLD2"	"SKAP1"
"PLD2"	"SPC24"
"PLD2"	"SDF4"
"PLD2"	"MTMR4"
"PLD2"	"TEX264"
"EREG"	"LGALS1"
"EREG"	"RAB4A"
"EREG"	"TMX4"
"UQCRQ"	"UQCR11"
"UQCRQ"	"XRCC3"
"UQCRQ"	"NDUFA2"
"UQCRQ"	"NDUFS3"
"UQCRQ"	"ATP5PD"
"UQCRQ"	"ATP5MG"
"UQCRQ"	"NDUFA10"
"UQCRQ"	"SGPL1"
"UQCRQ"	"ATP1A1"
"UQCRQ"	"ATP1B1"
"UQCRQ"	"LCK"
"UQCRQ"	"RO60"
"UQCRQ"	"PDHB"
"UQCRQ"	"UQCRB"
"UQCRQ"	"ATP2A2"
"UQCRQ"	"NDUFB7"
"UQCRQ"	"UQCRC2"
"UQCRQ"	"CPT2"
"UQCRQ"	"ATP5PB"
"UQCRQ"	"ACAT1"
"UQCRQ"	"PML"
"UQCRQ"	"ALDH1B1"
"UQCRQ"	"SDHA"
"UQCRQ"	"DNAJA1"
"UQCRQ"	"UQCRC1"
"UQCRQ"	"PHB"
"UQCRQ"	"ATP5F1C"
"UQCRQ"	"DDOST"
"UQCRQ"	"GPD2"
"UQCRQ"	"VDAC2"
"UQCRQ"	"IQGAP1"
"UQCRQ"	"UQCRFS1"
"UQCRQ"	"LMAN1"
"UQCRQ"	"RAB7A"
"UQCRQ"	"ALDH3A2"
"UQCRQ"	"ATP5MF"
"UQCRQ"	"RAB1A"
"UQCRQ"	"SLC25A3"
"UQCRQ"	"CLTC"
"UQCRQ"	"NRG1"
"UQCRQ"	"SSBP1"
"UQCRQ"	"PTK6"
"UQCRQ"	"IMMT"
"UQCRQ"	"HNRNPA1L2"
"UQCRQ"	"CDC73"
"UQCRQ"	"PDCD6IP"
"UQCRQ"	"FAF2"
"UQCRQ"	"DNAJA3"
"UQCRQ"	"CLPTM1L"
"UQCRQ"	"NLRP3"
"UQCRQ"	"SFXN3"
"UQCRQ"	"RAB1B"
"UQCRQ"	"CYSTM1"
"UQCRQ"	"TRABD"
"UQCRQ"	"SFXN1"
"UQCRQ"	"TOMM22"
"UQCRQ"	"HAUS2"
"UQCRQ"	"TMEM248"
"UQCRQ"	"LAMTOR3"
"UQCRQ"	"STOML2"
"UQCRQ"	"TMCO1"
"UQCRQ"	"GOLT1B"
"UQCRQ"	"AFG3L2"
"MYL12B"	"ITGA4"
"MYL12B"	"MCM2"
"MYL12B"	"UBE2N"
"MYL12B"	"TRAP1"
"MYL12B"	"CUL1"
"MYL12B"	"CPSF6"
"MYL12B"	"USP45"
"MYL12B"	"SND1"
"MYL12B"	"HAUS1"
"MYL12B"	"FOXP1"
"MYL12B"	"FOXD3"
"MYL12B"	"PA2G4"
"UQCR11"	"NNT"
"UQCR11"	"PTGES2"
"CASQ2"	"PRPF3"
"CASQ2"	"GTPBP6"
"CASQ2"	"OBSL1"
"CASQ2"	"MYCBP2"
"CASQ2"	"CBX6"
"CASQ2"	"MARK3"
"CASQ2"	"ACTA2"
"CASQ2"	"RPS15"
"CASQ2"	"RPP38"
"CASQ2"	"GTF3C1"
"CASQ2"	"TRDN"
"CASQ2"	"BOP1"
"CASQ2"	"CUL7"
"CASQ2"	"SGO2"
"CASQ2"	"MRPL21"
"CASQ2"	"SULF2"
"CASQ2"	"PLCD3"
"CASQ2"	"FBXW8"
"CASQ2"	"NIN"
"CASQ2"	"DDX51"
"CASQ2"	"MRPL43"
"CASQ2"	"FBXO30"
"CASQ2"	"GTF3C2"
"CASQ2"	"SENP5"
"CASQ2"	"ZFP91"
"CASQ2"	"TSNARE1"
"CASQ2"	"PPP1R9B"
"CASQ2"	"MRPL20"
"CASQ2"	"WDR12"
"CASQ2"	"CCDC8"
"CASQ2"	"EPB41L4B"
"CASQ2"	"MRPL44"
"CASQ2"	"EPB41L5"
"CASQ2"	"PRDM10"
"CASQ2"	"RIC8B"
"CASQ2"	"KLHL11"
"CASQ2"	"NOP53"
"CASQ2"	"DAXX"
"CASQ2"	"ZBTB21"
"CASQ2"	"PPP1R9A"
"CASQ2"	"ASB1"
"CASQ2"	"GTF3C3"
"CASQ2"	"MRPL42"
"HGS"	"SNX3"
"HGS"	"SNX2"
"HGS"	"TTC4"
"HGS"	"EGFR"
"HGS"	"APP"
"HGS"	"IL2RB"
"HGS"	"YWHAB"
"HGS"	"ARRB2"
"HGS"	"LTBR"
"HGS"	"NEDD4"
"HGS"	"ARRB1"
"HGS"	"HNRNPK"
"HGS"	"CLTC"
"HGS"	"SF3A3"
"HGS"	"SMAD4"
"HGS"	"SNX1"
"HGS"	"SEC23A"
"HGS"	"TMEM17"
"HGS"	"BICD1"
"HGS"	"ITCH"
"HGS"	"WDR77"
"HGS"	"HGH1"
"HGS"	"REPIN1"
"HGS"	"SLK"
"HGS"	"PTPN23"
"HGS"	"RANGRF"
"HGS"	"SNX12"
"HGS"	"GOLT1B"
"AURKA"	"WDR62"
"AURKA"	"KLF4"
"AURKA"	"ZNRD2"
"AURKA"	"CTNND1"
"AURKA"	"PPP6R2"
"AURKA"	"PDCD6"
"AURKA"	"SMC2"
"AURKA"	"TTC4"
"AURKA"	"FTL"
"AURKA"	"FTH1"
"AURKA"	"ESR1"
"AURKA"	"SOD2"
"AURKA"	"APP"
"AURKA"	"RPLP2"
"AURKA"	"RPLP0"
"AURKA"	"NPM1"
"AURKA"	"TUBB"
"AURKA"	"EPRS1"
"AURKA"	"HSP90AA1"
"AURKA"	"CELA2B"
"AURKA"	"PFKM"
"AURKA"	"HSP90AB1"
"AURKA"	"HNRNPA1"
"AURKA"	"UBB"
"AURKA"	"UBC"
"AURKA"	"HSPA1A"
"AURKA"	"HSPD1"
"AURKA"	"HSPA5"
"AURKA"	"HSPA8"
"AURKA"	"EEF2"
"AURKA"	"PRKCSH"
"AURKA"	"EZR"
"AURKA"	"CTPS1"
"AURKA"	"DDX5"
"AURKA"	"LIG1"
"AURKA"	"NCL"
"AURKA"	"NFKB1"
"AURKA"	"PCMT1"
"AURKA"	"UBA1"
"AURKA"	"HNRNPA2B1"
"AURKA"	"RPS3"
"AURKA"	"GADD45A"
"AURKA"	"PSMA1"
"AURKA"	"APEX1"
"AURKA"	"PSMA5"
"AURKA"	"PSMB5"
"AURKA"	"RPL12"
"AURKA"	"RPL22"
"AURKA"	"FBN2"
"AURKA"	"FUS"
"AURKA"	"PPP1CC"
"AURKA"	"BRCA1"
"AURKA"	"HSPA9"
"AURKA"	"RPS19"
"AURKA"	"EPS15"
"AURKA"	"RPS27"
"AURKA"	"LRPPRC"
"AURKA"	"CDKN2A"
"AURKA"	"MATR3"
"AURKA"	"RPS5"
"AURKA"	"RPS10"
"AURKA"	"RPIA"
"AURKA"	"SRP9"
"AURKA"	"HARS2"
"AURKA"	"GSK3B"
"AURKA"	"HSPA2"
"AURKA"	"MFAP4"
"AURKA"	"ELOF1"
"AURKA"	"SEC61G"
"AURKA"	"PSMA6"
"AURKA"	"RAB10"
"AURKA"	"RPS3A"
"AURKA"	"RPL27"
"AURKA"	"LYZ"
"AURKA"	"DCAF7"
"AURKA"	"RPS16"
"AURKA"	"RPS14"
"AURKA"	"RPS11"
"AURKA"	"RPS4X"
"AURKA"	"RPL23"
"AURKA"	"RPL30"
"AURKA"	"RPL11"
"AURKA"	"RPL38"
"AURKA"	"SKP1"
"AURKA"	"YBX1"
"AURKA"	"UBE2L3"
"AURKA"	"EEF1A1"
"AURKA"	"TUBB4B"
"AURKA"	"CSNK2A1"
"AURKA"	"MRPS22"
"AURKA"	"MRPS35"
"AURKA"	"HNRNPU"
"AURKA"	"REL"
"AURKA"	"EEF1A2"
"AURKA"	"DHX9"
"AURKA"	"CDC20"
"AURKA"	"ILF2"
"AURKA"	"ILF3"
"AURKA"	"MRPL28"
"AURKA"	"TRIM28"
"AURKA"	"MTMR3"
"AURKA"	"NEDD9"
"AURKA"	"GAPVD1"
"AURKA"	"DLGAP5"
"AURKA"	"TARBP2"
"AURKA"	"DDB1"
"AURKA"	"CDC37"
"AURKA"	"TAF9"
"AURKA"	"LARP7"
"AURKA"	"CEP55"
"AURKA"	"PPP6R3"
"AURKA"	"AMER1"
"AURKA"	"ZMYM1"
"AURKA"	"ATAD3B"
"AURKA"	"Q5TCM0"
"AURKA"	"IARS"
"AURKA"	"PSRC1"
"AURKA"	"LARP1"
"AURKA"	"KIRREL2"
"AURKA"	"CEP128"
"AURKA"	"RIC3"
"AURKA"	"WAPL"
"AURKA"	"CNTROB"
"AURKA"	"ARFGAP1"
"AURKA"	"ASCC1"
"AURKA"	"FBXO30"
"AURKA"	"CEP192"
"AURKA"	"GTF3C2"
"AURKA"	"CNOT9"
"AURKA"	"SORL1"
"AURKA"	"USP9X"
"AURKA"	"FBXW7"
"AURKA"	"MRPL24"
"AURKA"	"ENTR1"
"AURKA"	"ESS2"
"AURKA"	"ITPKC"
"AURKA"	"TCEAL4"
"AURKA"	"CHFR"
"AURKA"	"AURKB"
"AURKA"	"USP47"
"AURKA"	"SCYL1"
"AURKA"	"KIF16B"
"AURKA"	"SNX18"
"AURKA"	"PASK"
"AURKA"	"PSMB7"
"AURKA"	"SH3GL1"
"AURKA"	"TUBA1C"
"AURKA"	"UQCC2"
"AURKA"	"MECR"
"AURKA"	"SETD2"
"AURKA"	"OSBPL6"
"AURKA"	"TNKS1BP1"
"AURKA"	"TCEAL2"
"AURKA"	"PTPN23"
"AURKA"	"OSBPL3"
"AURKA"	"RANBP3"
"AURKA"	"PEAK1"
"AURKA"	"AUNIP"
"AURKA"	"TNRC6C"
"AURKA"	"INCENP"
"AURKA"	"SIRT7"
"AURKA"	"MRPL16"
"AURKA"	"MTMR4"
"AURKA"	"IGF2BP1"
"AURKA"	"CNOT2"
"AURKA"	"CHMP5"
"AURKA"	"CALCOCO1"
"AURKA"	"HEATR5B"
"AURKA"	"WDR35"
"AURKA"	"CNOT8"
"AURKA"	"LIMD1"
"AURKA"	"CNOT7"
"AURKA"	"SYNRG"
"AURKA"	"DICER1"
"AURKA"	"MED16"
"AURKA"	"PRRC2C"
"AURKA"	"SNX9"
"AURKA"	"NCOR2"
"CLGN"	"CALU"
"CLGN"	"RPN1"
"CLGN"	"RPN2"
"CLGN"	"EPRS1"
"CLGN"	"HSP90B1"
"CLGN"	"ACP3"
"CLGN"	"ATP2B1"
"CLGN"	"ATP2B4"
"CLGN"	"DNAJA1"
"CLGN"	"ABCC1"
"CLGN"	"RPS5"
"CLGN"	"PLTP"
"CLGN"	"VCP"
"CLGN"	"SEC61A1"
"CLGN"	"RAB1A"
"CLGN"	"KDSR"
"CLGN"	"RCN1"
"CLGN"	"ATP2B3"
"CLGN"	"PTPRO"
"CLGN"	"FAM187B"
"CLGN"	"TCTN3"
"CLGN"	"OGFOD3"
"CLGN"	"PTPRU"
"CLGN"	"TCTN2"
"CLGN"	"APMAP"
"VPS26C"	"MAT1A"
"VPS26C"	"CCDC93"
"VPS26C"	"COMMD4"
"VPS26C"	"COMMD3"
"VPS26C"	"XPO7"
"VPS26C"	"SH3GLB1"
"PPP1R12A"	"ARPC2"
"PPP1R12A"	"NRDC"
"PPP1R12A"	"PFDN1"
"PPP1R12A"	"FKBP6"
"PPP1R12A"	"FOS"
"PPP1R12A"	"ESR1"
"PPP1R12A"	"FLNA"
"PPP1R12A"	"CDK2"
"PPP1R12A"	"RPA1"
"PPP1R12A"	"APEX1"
"PPP1R12A"	"TPP2"
"PPP1R12A"	"MYH9"
"PPP1R12A"	"CRK"
"PPP1R12A"	"IQGAP1"
"PPP1R12A"	"CAPZA2"
"PPP1R12A"	"CDK8"
"PPP1R12A"	"IDH3G"
"PPP1R12A"	"ACTR3"
"PPP1R12A"	"ACTR2"
"PPP1R12A"	"NSUN2"
"PPP1R12A"	"CUL1"
"PPP1R12A"	"TTLL12"
"PPP1R12A"	"DBN1"
"PPP1R12A"	"P3H1"
"PPP1R12A"	"RPGRIP1L"
"PPP1R12A"	"VIRMA"
"PPP1R12A"	"SYNPO"
"PPP1R12A"	"MYO18A"
"PPP1R12A"	"MYO19"
"PPP1R12A"	"TRIM47"
"PPP1R12A"	"PFDN5"
"PPP1R12A"	"MAP3K3"
"PPP1R12A"	"AARSD1"
"PPP1R12A"	"PHF7"
"PPP1R12A"	"NUSAP1"
"PPP1R12A"	"XPO5"
"PPP1R12A"	"OSGEP"
"PPP1R12A"	"RPRD1B"
"PPP1R12A"	"ANLN"
"PPP1R12A"	"MYO5C"
"PPP1R12A"	"NUDT5"
"PPP1R12A"	"CDV3"
"PPP1R12A"	"RIPK3"
"PPP1R12A"	"PUS1"
"SLC27A2"	"PRKCSH"
"SLC27A2"	"CCNB1"
"SLC27A2"	"SMPD1"
"SLC27A2"	"TSPAN5"
"SLC27A2"	"CTDSPL2"
"SLC27A2"	"KPNB1"
"SLC27A2"	"SLC39A4"
"SLC27A2"	"FAM177A1"
"SLC27A2"	"EID3"
"SLC27A2"	"MINDY2"
"SLC27A2"	"SPC24"
"SLC27A2"	"RETREG2"
"SLC27A2"	"LPCAT1"
"SLC27A2"	"NCSTN"
"SLC27A2"	"HPS1"
"SLC27A2"	"HAUS7"
"SLC27A2"	"PNPLA3"
"GAK"	"SEC16A"
"GAK"	"PHGDH"
"GAK"	"HIP1R"
"GAK"	"PPM1B"
"GAK"	"AP2A2"
"GAK"	"STAMBP"
"GAK"	"AP2A1"
"GAK"	"SP1"
"GAK"	"CLTA"
"GAK"	"CLTB"
"GAK"	"CALM1"
"GAK"	"HSPA8"
"GAK"	"CPM"
"GAK"	"PHKG2"
"GAK"	"CALML3"
"GAK"	"PSMA5"
"GAK"	"EPS15"
"GAK"	"CAPZB"
"GAK"	"PXN"
"GAK"	"NUMB"
"GAK"	"PLXNA3"
"GAK"	"CLTCL1"
"GAK"	"SEC24C"
"GAK"	"SEC13"
"GAK"	"AP2B1"
"GAK"	"DAB2"
"GAK"	"CLTC"
"GAK"	"TNK2"
"GAK"	"DMWD"
"GAK"	"TNK1"
"GAK"	"PICALM"
"GAK"	"SPTAN1"
"GAK"	"CLINT1"
"GAK"	"GOLGB1"
"GAK"	"DBN1"
"GAK"	"PTPRO"
"GAK"	"INF2"
"GAK"	"AAK1"
"GAK"	"EDRF1"
"GAK"	"PARP10"
"GAK"	"FAM83B"
"GAK"	"CEP162"
"GAK"	"FAM83H"
"GAK"	"MISP"
"GAK"	"SYNPO"
"GAK"	"AFAP1"
"GAK"	"CPSF7"
"GAK"	"ACTRT1"
"GAK"	"DENND1A"
"GAK"	"STON2"
"GAK"	"AP2M1"
"GAK"	"STAMBPL1"
"GAK"	"RBM14"
"GAK"	"CHMP4A"
"GAK"	"PUS7L"
"GAK"	"ZNF106"
"GAK"	"WNK1"
"GAK"	"BMP2K"
"GAK"	"GTSE1"
"GAK"	"XPR1"
"GAK"	"LIMA1"
"GAK"	"FEM1B"
"GAK"	"KIDINS220"
"GAK"	"MYO6"
"GAK"	"KIF3A"
"AZIN1"	"KIF5C"
"AZIN1"	"OAZ2"
"AZIN1"	"TDP2"
"AZIN1"	"KIF5B"
"AZIN1"	"KLC1"
"AZIN1"	"MSRB3"
"AZIN1"	"KLC2"
"AZIN1"	"KLC4"
"ZNF263"	"ZSCAN20"
"ZNF263"	"ZNF397"
"HNRNPDL"	"HNRNPR"
"HNRNPDL"	"ERAL1"
"HNRNPDL"	"FN1"
"HNRNPDL"	"PRKCB"
"HNRNPDL"	"SNRNP70"
"HNRNPDL"	"ERG"
"HNRNPDL"	"ITGA4"
"HNRNPDL"	"EEF2"
"HNRNPDL"	"HNRNPL"
"HNRNPDL"	"ATP6V1B1"
"HNRNPDL"	"U2AF2"
"HNRNPDL"	"PTBP1"
"HNRNPDL"	"MARK3"
"HNRNPDL"	"ATIC"
"HNRNPDL"	"HNRNPH1"
"HNRNPDL"	"STIP1"
"HNRNPDL"	"FUS"
"HNRNPDL"	"MATR3"
"HNRNPDL"	"MRPL19"
"HNRNPDL"	"HNRNPA3"
"HNRNPDL"	"HNRNPM"
"HNRNPDL"	"HNRNPF"
"HNRNPDL"	"HNRNPH2"
"HNRNPDL"	"UBE2G2"
"HNRNPDL"	"RPS7"
"HNRNPDL"	"EEF1A1"
"HNRNPDL"	"MRPS9"
"HNRNPDL"	"SRSF3"
"HNRNPDL"	"HNRNPU"
"HNRNPDL"	"SRSF2"
"HNRNPDL"	"MAP2K1"
"HNRNPDL"	"SRSF1"
"HNRNPDL"	"AHNAK"
"HNRNPDL"	"HNRNPA0"
"HNRNPDL"	"SRSF9"
"HNRNPDL"	"PABPC4"
"HNRNPDL"	"PICALM"
"HNRNPDL"	"CUL1"
"HNRNPDL"	"CUL2"
"HNRNPDL"	"CUL3"
"HNRNPDL"	"CUL4A"
"HNRNPDL"	"CUL4B"
"HNRNPDL"	"UBAP2L"
"HNRNPDL"	"MRPL58"
"HNRNPDL"	"EIF4H"
"HNRNPDL"	"PRKD1"
"HNRNPDL"	"NEDD8"
"HNRNPDL"	"UBE2S"
"HNRNPDL"	"KHDRBS2"
"HNRNPDL"	"MRPL14"
"HNRNPDL"	"LARP1"
"HNRNPDL"	"COPS6"
"HNRNPDL"	"MRPL55"
"HNRNPDL"	"CAND1"
"HNRNPDL"	"MCAT"
"HNRNPDL"	"SUPV3L1"
"HNRNPDL"	"LSM14A"
"HNRNPDL"	"WIPF2"
"HNRNPDL"	"COPS5"
"HNRNPDL"	"CUL5"
"HNRNPDL"	"MTERF3"
"HNRNPDL"	"MALSU1"
"HNRNPDL"	"DCUN1D1"
"HNRNPDL"	"RMDN3"
"HNRNPDL"	"HNRNPUL1"
"HNRNPDL"	"MRPL32"
"HNRNPDL"	"WDR12"
"HNRNPDL"	"NAA50"
"HNRNPDL"	"MKRN2"
"HNRNPDL"	"PAIP1"
"HNRNPDL"	"METTL14"
"HNRNPDL"	"APMAP"
"HNRNPDL"	"NGRN"
"HNRNPDL"	"ARMC1"
"HNRNPDL"	"CDKN2AIP"
"HNRNPDL"	"FBXW11"
"HNRNPDL"	"YARS2"
"HNRNPDL"	"MRPS16"
"HNRNPDL"	"RPL36"
"XPO1"	"HDAC3"
"XPO1"	"DNAJA2"
"XPO1"	"GFPT2"
"XPO1"	"MYC"
"XPO1"	"FN1"
"XPO1"	"GNAI3"
"XPO1"	"ANXA5"
"XPO1"	"ARAF"
"XPO1"	"RALB"
"XPO1"	"G6PD"
"XPO1"	"CFTR"
"XPO1"	"ITGA4"
"XPO1"	"EEF2"
"XPO1"	"FDPS"
"XPO1"	"ACP3"
"XPO1"	"POR"
"XPO1"	"CAPN2"
"XPO1"	"VCL"
"XPO1"	"RCC1"
"XPO1"	"TNFRSF1B"
"XPO1"	"PTPRE"
"XPO1"	"CCND1"
"XPO1"	"STOM"
"XPO1"	"PTPRM"
"XPO1"	"MAT2A"
"XPO1"	"CDA"
"XPO1"	"CIITA"
"XPO1"	"CSTF2"
"XPO1"	"HSPA1L"
"XPO1"	"CTNNB1"
"XPO1"	"PHB"
"XPO1"	"NUP214"
"XPO1"	"AHR"
"XPO1"	"PSMC2"
"XPO1"	"NUP62"
"XPO1"	"KDM5C"
"XPO1"	"MAGEA10"
"XPO1"	"RANBP1"
"XPO1"	"RANGAP1"
"XPO1"	"CDKN1B"
"XPO1"	"YAP1"
"XPO1"	"CCT5"
"XPO1"	"MCM2"
"XPO1"	"GSK3B"
"XPO1"	"SEPHS1"
"XPO1"	"CCT4"
"XPO1"	"PPP5C"
"XPO1"	"TERF1"
"XPO1"	"USP14"
"XPO1"	"CSE1L"
"XPO1"	"HNRNPK"
"XPO1"	"PPP1CA"
"XPO1"	"YWHAE"
"XPO1"	"RAC1"
"XPO1"	"YWHAZ"
"XPO1"	"EIF5A"
"XPO1"	"UBE2I"
"XPO1"	"TUBB4B"
"XPO1"	"BASP1"
"XPO1"	"MAT1A"
"XPO1"	"SRSF2"
"XPO1"	"YWHAH"
"XPO1"	"GFPT1"
"XPO1"	"CSTF3"
"XPO1"	"STK4"
"XPO1"	"PAK1"
"XPO1"	"CLN3"
"XPO1"	"ILK"
"XPO1"	"NAE1"
